invoiceId,invoiceAmount,invoicePaidAmount,invoiceBalance,invoiceDiscountRate,invoiceDiscountAmount,invoiceProfit,invoicePaidBy,invoicePaidStatus,invoiceDate
335,145,145,0,0,0,19.25,Cash,Full Paid,8/7/2018 9:50
336,70.41,70,0.41,1,0.71,8.7888,Cash,Full Paid,8/7/2018 9:54
337,210.57,210,0.57,3,6.51,22.9476,Cash,Full Paid,8/7/2018 9:57
338,51.34,51.34,0,5,2.7,3.948,Cash,Full Paid,8/7/2018 9:59
339,999.21,999.21,0,2,20.39,115.488,Cash,Full Paid,8/7/2018 10:00
340,380.24,380,0.24,3,11.76,32.88,Cash,Full Paid,8/7/2018 10:03
341,346.78,346.78,0,3,10.73,40.675,Cash,Full Paid,8/7/2018 10:07
342,1570.27,1570.27,0,5,82.65,128.844,Cash,Full Paid,8/7/2018 10:18
343,101.44,100,1.44,0,0,16.26,Cash,Full Paid,8/7/2018 10:23
344,72,2,70,0,0,9.4,Cash,Full Paid,8/7/2018 10:26
345,184.3,184.3,0,3,5.7,22.3,Cash,Full Paid,8/7/2018 10:28
346,159.22,0,159.22,5,8.38,12.22,Credit,Not Paid,8/7/2018 10:31
347,165.42,165.42,0,2,3.38,19.184,Cash,Full Paid,8/7/2018 10:36
348,70,70,0,0,0,7,Cash,Full Paid,8/7/2018 10:37
349,256.5,256.5,0,5,13.5,23.5,Cash,Full Paid,8/7/2018 10:53
350,44.77,44.77,0,0,0,4.12,Cash,Full Paid,8/7/2018 10:54
351,129.79,129.79,0,4,5.41,12.192,Cash,Full Paid,8/8/2018 8:36
352,180,180,0,0,0,45,Cash,Full Paid,8/8/2018 8:56
353,235.62,235.62,0,6.5,16.38,18.34,Cash,Full Paid,8/8/2018 8:59
354,60,60,0,0,0,6.33,Cash,Full Paid,8/8/2018 9:09
355,155.37,155.37,0,5,8.18,14.2425,Cash,Full Paid,8/8/2018 9:20
356,54.9,54.9,0,0,0,6.9,Cash,Full Paid,8/8/2018 9:47
357,978.73,978.73,0,3,30.27,101.48,Cash,Full Paid,8/8/2018 10:01
358,190,190,0,5,10,14.56,Cash,Full Paid,8/8/2018 10:14
359,28.7,28.7,0,0,0,3.7,Cash,Full Paid,8/8/2018 10:16
360,530,530,0,0,0,119.88,Cash,Full Paid,8/8/2018 10:18
361,771.59,771.59,0,3,23.86,75.5865,Cash,Full Paid,8/8/2018 10:27
362,130.95,130.95,0,3,4.05,14.55,Cash,Full Paid,8/8/2018 10:27
363,199.39,199.39,0,1,2.01,21.136,Cash,Full Paid,8/8/2018 10:32
364,500,500,0,0,0,65,Cash,Full Paid,8/8/2018 10:40
365,31.56,31.56,0,2,0.64,4.056,Cash,Full Paid,8/8/2018 10:48
366,508.99,508.99,0,5,26.79,45.591,Cash,Full Paid,8/8/2018 10:57
367,180,180,0,0,0,45,Cash,Full Paid,8/8/2018 10:58
368,100.94,100,0.94,2,2.06,11.34,Cash,Full Paid,8/8/2018 11:21
369,242.06,180,0,2,4.94,26.86,Cash,Full Paid,8/8/2018 11:40
370,20.52,20,0.52,0,0,2.6,Cash,Full Paid,8/8/2018 11:40
371,8.61,8.61,0,0,0,1.11,Cash,Full Paid,8/8/2018 12:02
372,189.15,189.15,0,3,5.85,19.56,Cash,Full Paid,8/8/2018 12:05
373,838.59,838.59,0,3.5,30.42,86.625,Cash,Full Paid,8/8/2018 12:18
374,54,4,50,0,0,7.02,Cash,Full Paid,8/8/2018 12:26
375,268.91,268.91,0,2,5.49,31.112,Cash,Full Paid,8/8/2018 12:45
376,49.6,49.6,0,0,0,6,Cash,Full Paid,8/8/2018 1:14
377,705.85,705.85,0,5,37.15,59.25,Cash,Full Paid,8/8/2018 1:21
378,348.04,348.04,0,3,10.76,34.386,Cash,Full Paid,8/8/2018 4:12
379,130.95,130.95,0,3,4.05,15.35,Cash,Full Paid,8/8/2018 4:35
380,149.29,149.29,0,2,3.05,17.4832,Cash,Full Paid,8/8/2018 4:50
381,100.8,100,0.8,4,4.2,10.3,Cash,Full Paid,8/8/2018 5:09
382,549.99,549.99,0,3,17.01,53.22,Cash,Full Paid,8/8/2018 5:22
383,3658.32,3658.32,0,3.5,132.69,232.995,Cash,Full Paid,8/8/2018 5:27
384,80,80,0,0,0,8,Cash,Full Paid,8/8/2018 5:29
385,90,90,0,0,0,13.5,Cash,Full Paid,8/8/2018 5:31
386,500.08,500,0.08,4.2,21.92,48.456,Cash,Advance,8/8/2018 5:35
387,189.15,189.15,0,3,5.85,19.65,Cash,Full Paid,8/8/2018 5:59
388,254.21,254.21,0,2,5.19,29.632,Cash,Full Paid,8/8/2018 5:59
389,400.48,400.48,0,3.5,14.53,39.975,Cash,Full Paid,8/8/2018 6:02
390,500,500,0,0,0,100,Cash,Full Paid,8/8/2018 6:06
391,100,100,0,0,0,15,Cash,Full Paid,8/8/2018 6:10
392,415.21,415.21,0,5,21.85,36.717,Cash,Full Paid,8/8/2018 6:21
393,45,45,0,0,0,5.9,Cash,Full Paid,8/8/2018 6:35
394,359.22,359.22,0,1,3.63,43.9215,Cash,Full Paid,8/8/2018 6:42
395,423.42,423.42,0,5,22.29,35.545,Cash,Full Paid,8/8/2018 6:46
396,190.4,190.4,0,0,0,24.8,Cash,Full Paid,8/8/2018 6:52
397,1200,0,1200,4,50,50,Credit,Not Paid,8/8/2018 6:54
398,593.75,593.75,0,5,31.25,49.75,Cash,Full Paid,8/8/2018 6:55
399,100,100,0,0,0,13,Cash,Full Paid,8/8/2018 6:56
400,353.27,350,3.27,3,10.93,32.214,Cash,Full Paid,8/8/2018 6:57
401,120,120,0,0,0,16,Cash,Full Paid,8/8/2018 6:57
402,982.49,982.49,0,5,51.71,90.17,Cash,Full Paid,8/8/2018 6:58
403,12.35,12.35,0,5,0.65,1.05,Cash,Full Paid,8/8/2018 7:00
404,425.44,425.44,0,3,13.16,44.292,Cash,Full Paid,8/8/2018 7:00
405,300.7,300,0.7,3,9.3,33.4,Cash,Full Paid,8/8/2018 7:04
406,508.28,508.28,0,3,15.72,239.68,Cash,Full Paid,8/8/2018 7:07
407,100,0,100,0,0,9,Credit,Not Paid,8/8/2018 7:07
408,150.08,150,0.08,1,1.52,18.084,Cash,Advance,8/8/2018 7:08
409,135,135,0,0,0,19,Cash,Full Paid,8/8/2018 7:10
410,350.63,350.63,0,3,10.84,38.8359,Cash,Full Paid,8/8/2018 7:12
411,237.5,237.5,0,5,12.5,20,Cash,Full Paid,8/8/2018 7:21
412,371.03,371.03,0,3,11.48,38.675,Cash,Full Paid,8/8/2018 7:23
413,7,7,0,0,0,1.4,Cash,Full Paid,8/8/2018 7:24
414,203.3,203.3,0,5,10.7,17.14,Cash,Full Paid,8/8/2018 7:25
415,994.95,994.95,0,1,10.05,90.19,Cash,Full Paid,8/8/2018 7:52
416,100,100,0,0,0,13.21,Cash,Full Paid,8/8/2018 7:50
417,100.88,100,0.88,3,3.12,19.28,Cash,Full Paid,8/8/2018 7:59
418,180.41,180,0.41,3,5.58,19.3103,Cash,Full Paid,8/8/2018 8:00
419,700.59,700,0.59,3.5,25.41,68.99,Cash,Full Paid,8/8/2018 8:10
420,20.9,20,0,5,1.1,1.6,Cash,Full Paid,8/8/2018 8:19
421,277.13,277.13,0,6.5,19.27,19.334,Cash,Full Paid,8/8/2018 8:21
422,468.51,468.51,0,3,14.49,50.21,Cash,Full Paid,8/8/2018 8:23
423,160.13,160.13,0,4,6.67,16.128,Cash,Full Paid,8/8/2018 8:23
424,1447.5,1447.5,0,3.5,52.5,143.94,Cash,Full Paid,8/8/2018 8:29
425,29.93,29.93,0,5,1.58,2.535,Cash,Full Paid,8/8/2018 8:30
426,221.83,221.83,0,5,11.68,19.1745,Cash,Full Paid,8/8/2018 8:32
427,97.95,97.95,0,0,0,18.15,Cash,Full Paid,8/8/2018 8:33
428,112.77,112.77,0,5,5.94,8.665,Cash,Full Paid,8/8/2018 8:38
429,110.18,110,0.18,2,2.25,12.5114,Cash,Full Paid,8/8/2018 8:38
430,15,15,0,0,0,1.5,Cash,Full Paid,8/8/2018 8:39
431,205.2,205.2,0,5,10.8,17.28,Cash,Full Paid,8/8/2018 8:53
432,641.04,641.04,0,2.5,16.44,69.303,Cash,Full Paid,8/8/2018 8:43
433,25,25,0,0,0,3.26,Cash,Full Paid,8/8/2018 8:47
434,230.05,230.05,0,4,9.59,20.2344,Cash,Full Paid,8/8/2018 8:47
435,1009.4,1000,9.4,2,20.6,91.16,Cash,Advance,8/8/2018 8:50
436,195,195,0,0,0,25.68,Cash,Full Paid,8/8/2018 8:54
437,448.21,448.21,0,5,23.59,48.37,Cash,Full Paid,8/8/2018 8:55
438,210.38,210.38,0,6.5,14.63,14.625,Cash,Full Paid,8/8/2018 8:57
439,180.44,180.44,0,5,9.5,13.323,Cash,Full Paid,8/8/2018 8:59
440,290,290,0,0,0,30,Cash,Full Paid,8/8/2018 9:00
441,99,99,0,0,0,13.69,Cash,Full Paid,8/8/2018 9:03
442,199.89,199.89,0,2,4.08,22.1506,Cash,Full Paid,8/8/2018 9:05
443,70.71,70.71,0,2,1.44,7.957,Cash,Full Paid,8/8/2018 9:13
444,60.8,60,0.8,5,3.2,4.6,Cash,Full Paid,8/8/2018 9:14
445,121.6,120,1.6,5,6.4,11.28,Cash,Full Paid,8/8/2018 9:18
446,390.45,390.45,0,5,20.55,33.45,Cash,Full Paid,8/8/2018 9:21
447,104.5,104.5,0,5,5.5,9.9,Cash,Full Paid,8/8/2018 9:22
448,104.5,104.5,0,5,5.5,8,Cash,Full Paid,8/8/2018 9:23
449,100,100,0,0,0,24.6,Cash,Full Paid,8/8/2018 9:26
450,85,0,0,0,0,10,Credit,Not Paid,8/9/2018 10:38
451,599.6,0,0,0,0,80.5,Credit,Not Paid,8/9/2018 10:05
452,269.5,269.5,0,2,5.5,19.5,Cash,Full Paid,8/8/2018 9:31
453,150,150,0,0,0,20,Cash,Full Paid,8/8/2018 9:32
454,10,10,0,0,0,3.2,Cash,Full Paid,8/8/2018 9:36
455,601.54,601.54,0,5,31.66,50.42,Cash,Full Paid,8/25/2018 9:01
456,368.6,368.6,0,5,19.4,30.2,Cash,Full Paid,8/8/2018 9:41
457,200.64,200,0.64,5,10.56,19.89,Cash,Full Paid,8/8/2018 9:43
458,60.35,60,0.35,2,1.23,5.1084,Cash,Full Paid,8/8/2018 9:46
459,210.99,210,0.99,2,4.31,25.444,Cash,Full Paid,8/8/2018 9:49
460,15,15,0,0,0,1.5,Cash,Full Paid,8/8/2018 9:51
461,200,200,0,0,0,30,Cash,Full Paid,8/10/2018 7:30
462,30.56,30,0.56,3,0.95,3.165,Cash,Full Paid,8/8/2018 9:55
463,202.2,0,202.2,5,10.64,17.758,Credit,Not Paid,8/8/2018 9:56
464,779.81,779.81,0,4,32.49,73.528,Cash,Full Paid,8/8/2018 9:59
465,60,60,0,0,0,8.02,Cash,Full Paid,8/8/2018 10:00
466,199.92,199.92,0,2,4.08,22.56,Cash,Full Paid,8/8/2018 10:01
467,79,79,0,0,0,10.3,Cash,Full Paid,8/8/2018 10:02
468,894.83,894.83,0,3,27.68,99.235,Cash,Full Paid,8/8/2018 10:11
469,597.33,597.33,0,3,18.47,61.926,Cash,Full Paid,8/8/2018 10:13
470,825.55,0,825.55,5,43.45,69.33,Credit,Not Paid,8/8/2018 10:15
471,400,400,0,0,0,90,Cash,Full Paid,8/8/2018 10:16
472,599.74,599.74,0,4.5,28.26,53.38,Cash,Full Paid,8/8/2018 10:17
473,30.31,30.31,0,0,0,3.06,Cash,Full Paid,8/8/2018 10:21
474,1199.9,1199.9,0,7.7,100.1,-9.1,Cash,Full Paid,8/8/2018 10:24
475,551.28,551.28,0,3,17.05,57.1501,Cash,Full Paid,8/8/2018 10:30
476,566.46,566.46,0,3.5,20.55,41.715,Cash,Full Paid,8/8/2018 10:34
477,425.08,425.08,0,5,22.37,31.1775,Cash,Full Paid,8/8/2018 10:40
478,270.2,270.2,0,3.5,9.8,24.6,Cash,Full Paid,8/8/2018 10:46
479,30.03,30.03,0,0,0,3.9,Cash,Full Paid,8/8/2018 10:50
480,1180.76,1180,0.76,5,62.145,105.995,Cash,Full Paid,8/17/2018 5:52
481,196.404,196.404,0,2.5,5.036,24.294,Cash,Full Paid,8/8/2018 11:23
482,120,120,0,0,0,16,Cash,Full Paid,8/9/2018 8:51
483,240,240,0,0,0,36,Cash,Full Paid,8/9/2018 9:19
484,423,423,0,0,0,53.1,Cash,Full Paid,8/9/2018 9:35
485,199.43,199.43,0,2,4.07,24.36,Cash,Full Paid,8/9/2018 9:42
486,351.5,351.5,0,5,18.5,26.5,Cash,Full Paid,8/9/2018 9:52
487,249.6,249.6,10,4,10.4,39.6,Cash,Full Paid,8/9/2018 10:09
488,275,0,275,0,0,29.46,Credit,Not Paid,8/9/2018 10:11
489,45,45,0,0,0,4.5,Cash,Full Paid,8/9/2018 10:37
490,140.4,140,0.4,0,0,17.2,Cash,Full Paid,8/9/2018 10:42
491,321,0,321,0,0,41.9,Credit,Not Paid,8/9/2018 10:55
492,240.51,240,0.51,0,0,31.58,Cash,Full Paid,8/9/2018 11:03
493,320.96,320,0,3.5,11.64,33.319,Cash,Full Paid,8/9/2018 11:05
494,440.61,440.61,0,2,8.99,69.618,Cash,Full Paid,8/9/2018 11:13
495,190.43,190.43,0,5,10.02,17.2775,Cash,Full Paid,8/9/2018 11:45
496,575.89,575.89,0,5,30.31,52.69,Cash,Full Paid,8/9/2018 11:50
497,1979.85,1979.85,0,1.5,30.15,74.55,Cash,Full Paid,8/9/2018 11:56
498,19.95,19.95,1,5,1.05,3.45,Cash,Full Paid,8/9/2018 12:00
499,52.21,52.21,0,0,0,7.45,Cash,Full Paid,8/9/2018 12:05
500,299.7,299.7,0,0,0,39.7,Cash,Full Paid,8/9/2018 12:37
501,161.02,161.02,0,3,4.98,27.02,Cash,Full Paid,8/9/2018 12:45
502,182,182,0,0,0,24,Cash,Full Paid,8/9/2018 1:08
503,350,350,0,0,0,35,Cash,Full Paid,8/9/2018 1:26
504,1466.8,1466.8,0,3.5,53.2,133.3,Cash,Full Paid,8/9/2018 4:02
505,79.15,79.15,0,3,2.45,10.552,Cash,Full Paid,8/9/2018 4:03
506,24,24,0,0,0,2.96,Cash,Full Paid,8/9/2018 4:18
507,507.965,507.965,0,5,26.735,39.265,Cash,Full Paid,8/9/2018 4:22
508,198.85,198.85,0.9,3,6.15,20.51,Cash,Full Paid,8/9/2018 4:30
509,220,220,0,0,0,32,Cash,Full Paid,8/9/2018 4:35
510,102.72,102.72,0,0,0,11.19,Cash,Full Paid,8/9/2018 4:43
511,1200,1200,0,4,50,50,Cash,Full Paid,8/9/2018 4:49
512,125.1,125.1,0,0,0,16.33,Cash,Full Paid,8/9/2018 4:53
513,50,50,0,0,0,6.53,Cash,Full Paid,8/9/2018 4:55
514,19.93,19.93,0,3,0.62,1.0335,Cash,Full Paid,8/9/2018 5:02
515,362.75,362.75,0,2,7.4,39.697,Cash,Full Paid,8/9/2018 5:07
516,373.87,373.87,0,2,7.63,42.37,Cash,Full Paid,8/9/2018 5:12
517,1700,1700,0,0,0,165,Cash,Full Paid,8/9/2018 5:18
518,649.8,649.8,0,3,20.1,66.903,Cash,Full Paid,8/9/2018 5:23
519,482.22,482.22,0,5,25.38,40.77,Cash,Full Paid,8/9/2018 5:40
520,190,190,0,0,0,28,Cash,Full Paid,8/9/2018 5:40
521,100.88,100,0.88,3,3.12,19.28,Cash,Full Paid,8/9/2018 5:48
522,419.38,419.38,0,3,12.97,44.5395,Cash,Full Paid,8/9/2018 6:07
523,120.75,120.75,0,5,6.36,9.735,Cash,Full Paid,8/9/2018 6:09
524,186.93,186.93,0,0,0,24.56,Cash,Full Paid,8/9/2018 6:30
525,60,60,0,0,0,7.2,Cash,Full Paid,8/9/2018 6:32
526,459.84,459.84,0,3.8,18.16,41.836,Cash,Full Paid,8/9/2018 6:34
527,494.7448,494.7448,0,3.2,16.3552,49.5948,Cash,Full Paid,8/9/2018 6:41
528,599.63,599.63,0,2.5,15.38,33.825,Cash,Full Paid,8/9/2018 6:51
529,855,855,0,5,45,73.2,Cash,Full Paid,8/9/2018 6:56
530,435.31,435.31,0,5,22.91,36.589,Cash,Full Paid,8/9/2018 7:02
531,952.83,952.83,0,3,29.47,124.521,Cash,Full Paid,8/9/2018 7:07
532,30,30,0,0,0,4,Cash,Full Paid,8/9/2018 7:20
533,1048.8465,1048.8465,0,2.5,26.8935,108.1965,Cash,Full Paid,8/9/2018 7:23
534,173,173,0,0,0,25.2,Cash,Full Paid,8/9/2018 7:26
535,120,120,0,0,0,17.5,Cash,Full Paid,8/9/2018 7:28
536,440,440,0,0,0,71.5,Cash,Full Paid,8/9/2018 7:29
537,519.76,519.76,0,7.5,42.14,26.8575,Cash,Full Paid,8/9/2018 7:36
538,632.21,632.21,0,5,33.27,49.246,Cash,Full Paid,8/9/2018 7:38
539,60,60,0,0,0,8.5,Cash,Full Paid,8/9/2018 7:40
540,207.1,207.1,0,3,6.41,27.895,Cash,Full Paid,8/9/2018 7:47
541,390,390,0,0,0,70.2,Cash,Full Paid,8/9/2018 7:50
542,79.8,79.8,0,5,4.2,7.44,Cash,Full Paid,8/9/2018 7:51
543,75,75,0,0,0,8.98,Cash,Full Paid,8/9/2018 7:54
544,460.75,460.75,0,3,14.25,100.75,Cash,Full Paid,8/9/2018 7:57
545,1121.57,1120,0,5,59.03,94.87,Cash,Full Paid,8/9/2018 8:07
546,656.54,656.54,0,3,20.31,63.6645,Cash,Full Paid,8/9/2018 8:05
547,130,130,0,0,0,19.5,Cash,Full Paid,8/9/2018 8:06
548,639.09,639.09,0,4.5,30.11,52.986,Cash,Full Paid,8/9/2018 8:10
549,625.65,625.65,0,3,19.35,63.38,Cash,Full Paid,8/9/2018 8:17
550,219.1,219.1,0,0,0,34.32,Cash,Full Paid,8/9/2018 8:22
551,629.76,629.76,0,4,26.24,108.21,Cash,Full Paid,8/9/2018 8:22
552,593.48,593.48,0,3.5,21.53,27.675,Cash,Full Paid,8/9/2018 8:24
553,232.75,232.75,0,5,12.25,21.25,Cash,Full Paid,8/9/2018 8:26
554,2.4,2.4,0,0,0,0.42,Cash,Full Paid,8/9/2018 8:29
555,72.68,72.68,0,3,2.25,5.4621,Cash,Full Paid,8/9/2018 8:33
556,310.79,310.79,0,3,9.61,30.588,Cash,Full Paid,8/9/2018 8:34
557,463.6,463.6,0,5,24.4,41.6,Cash,Full Paid,8/9/2018 8:35
558,838.64,838.64,0,3,25.94,85.6026,Cash,Full Paid,8/9/2018 8:35
559,110.15,110.15,0,2,2.25,14.842,Cash,Full Paid,8/9/2018 8:38
560,460.36,460.36,0,3,14.24,47.642,Cash,Full Paid,8/9/2018 8:43
561,489.85,489.85,0,3,15.15,50.85,Cash,Full Paid,8/9/2018 8:43
562,458.88,458.88,0,4,19.12,42.58,Cash,Full Paid,8/9/2018 8:44
563,6.48,6.48,0,0,0,0.84,Cash,Full Paid,8/9/2018 8:50
564,708.59,708.59,0,3,21.92,96.475,Cash,Full Paid,8/9/2018 8:53
565,70,70,0,0,0,8.75,Cash,Full Paid,8/9/2018 8:53
566,542.45,542.45,0,5,28.55,46.35,Cash,Full Paid,8/9/2018 8:54
567,100,100,0,0,0,18,Cash,Full Paid,8/9/2018 8:55
568,190.08,190.08,0,4,7.92,19.38,Cash,Full Paid,8/9/2018 8:55
569,148.99,148.99,0,4,6.21,12.992,Cash,Full Paid,8/9/2018 8:56
570,250.32,250,0.32,3,7.74,26.3182,Cash,Full Paid,8/9/2018 8:59
571,185,185,0,0,0,46.6,Cash,Full Paid,8/9/2018 9:03
572,664.45,664.45,0,3,20.55,29.15,Cash,Full Paid,8/9/2018 9:07
573,218.74,218.74,0,4,9.11,19.446,Cash,Full Paid,8/9/2018 9:08
574,481.66,481.66,0,4,20.07,46.1108,Cash,Full Paid,8/9/2018 9:08
575,100.32,100,0.32,4,4.18,9.5,Cash,Full Paid,8/9/2018 9:17
576,39.72,39.72,0,0,0,7.86,Cash,Full Paid,8/9/2018 9:19
577,939.25,939.25,0,3,29.05,97.051,Cash,Full Paid,8/9/2018 9:21
578,185.71,185.71,0,2,3.79,22.71,Cash,Full Paid,8/9/2018 9:27
579,1786.39,1786.39,0,5,94.0205,156.3695,Cash,Full Paid,8/10/2018 6:15
580,167.99,167.99,0,2,3.43,18.6916,Cash,Full Paid,8/9/2018 9:31
581,120,120,0,0,0,17.4,Cash,Full Paid,8/9/2018 9:35
582,1663.83,1663.83,0,5,87.57,164.83,Cash,Full Paid,8/9/2018 9:38
583,137.09,137.09,0,5,7.22,11.585,Cash,Full Paid,8/9/2018 9:43
584,19.52,19.52,0,5,1.03,0.6225,Cash,Full Paid,8/9/2018 9:44
585,413.25,413.25,0,5,21.75,34.95,Cash,Full Paid,8/9/2018 9:46
586,758.1,758.1,0,5,39.9,64.32,Cash,Full Paid,8/9/2018 9:51
587,382.67,382.67,0,3,11.84,39.165,Cash,Full Paid,8/9/2018 9:52
588,593.48,593.48,0,3.5,21.53,27.675,Cash,Full Paid,8/9/2018 9:52
589,227.95,227.95,0,3,7.05,25.15,Cash,Full Paid,8/9/2018 9:54
590,40,40,0,0,0,8.06,Cash,Full Paid,8/9/2018 9:55
591,70,70,0,0,0,10.2,Cash,Full Paid,8/9/2018 9:57
592,175.39,175.39,0,4,7.31,18.212,Cash,Full Paid,8/9/2018 10:01
593,503.5,503.5,0,5,26.5,42.5,Cash,Full Paid,8/9/2018 10:04
594,209,209,0,5,11,17.75,Cash,Full Paid,8/9/2018 10:08
595,557.75,557.75,0,3,17.25,57.75,Cash,Full Paid,8/9/2018 10:08
596,351.5,351.5,0,5,18.5,35.3,Cash,Full Paid,8/9/2018 10:09
597,981.44,981.44,0,2.5,25.17,106.335,Cash,Full Paid,8/9/2018 10:10
598,686,686,0,2,14,49.64,Cash,Full Paid,8/9/2018 10:12
599,194,194,0,3,6,20,Cash,Full Paid,8/9/2018 10:38
600,318.5,318.5,0,2,6.5,35.89,Cash,Full Paid,8/9/2018 10:24
601,3347.92,0,3347.92,6,213.7,252.2228,Credit,Not Paid,8/9/2018 10:25
602,390,390,0,0,0,88.5,Cash,Full Paid,8/9/2018 10:27
603,130,130,0,0,0,15.46,Cash,Full Paid,8/9/2018 10:28
604,31.8,31.8,0,0,0,4.2,Cash,Full Paid,8/9/2018 10:29
605,1191.64,1191.64,0,5,62.72,92.242,Cash,Full Paid,8/9/2018 10:36
606,90,90,0,0,0,18.75,Cash,Full Paid,8/9/2018 10:43
607,136.8,0,136.8,5,7.2,11.61,Credit,Not Paid,8/9/2018 10:43
608,236.44,3,233.44,0,0,30.02,Cash,Advance,8/9/2018 10:46
609,351.5,0,370,5,18.5,30.09,Credit,Not Paid,8/9/2018 10:51
610,409.86,0,431.43,5,21.57,34.6985,Credit,Not Paid,8/9/2018 10:54
611,175.94,175,0.94,5,9.26,16.54,Cash,Full Paid,8/9/2018 10:55
612,684,684,0,5,36,57,Cash,Full Paid,8/9/2018 10:58
613,487.7,487.7,0,5,25.67,41.5415,Cash,Full Paid,8/9/2018 11:01
614,117.88,117.88,0,0,0,15.33,Cash,Full Paid,8/10/2018 10:05
615,175,175,0,0,0,20.59,Cash,Full Paid,8/10/2018 10:07
616,270.88,270.88,0,1.5,4.13,20.875,Cash,Full Paid,8/10/2018 10:11
617,138,138,0,0,0,18,Cash,Full Paid,8/10/2018 10:19
618,1679.1,1679.1,0,3.5,60.9,111.5,Cash,Full Paid,8/10/2018 10:20
619,599.63,599.63,0,2.5,15.38,33.825,Cash,Full Paid,8/10/2018 10:23
620,598.3,598.3,0,3.5,21.7,64,Cash,Full Paid,8/10/2018 10:25
621,65,65,0,0,0,15,Cash,Full Paid,8/10/2018 10:25
622,300,300,0,0,0,70,Cash,Full Paid,8/10/2018 10:27
623,2608.65,2608.65,0,6.5,181.35,97.65,Cash,Full Paid,8/10/2018 10:30
624,99.75,99.75,0,5,5.25,8.75,Cash,Full Paid,8/10/2018 10:31
625,70,70,0,0,0,10.2,Cash,Full Paid,8/10/2018 10:32
626,398.34,398.34,0,5,20.97,40.835,Cash,Full Paid,8/10/2018 10:37
627,320.28,320.28,0,5,16.86,27.243,Cash,Full Paid,8/10/2018 10:44
628,153.62,153.62,0,5,8.09,13.615,Cash,Full Paid,8/10/2018 10:48
629,16,16,0,0,0,2.32,Cash,Full Paid,8/10/2018 10:49
630,400.95,400.95,0,1,4.05,43.23,Cash,Full Paid,8/10/2018 11:05
631,343.0696,343.0696,0,3,10.6104,36.6096,Cash,Full Paid,8/10/2018 11:17
632,237.9,237.9,0.3,1,2.4,27.597,Cash,Full Paid,8/10/2018 4:15
633,1448.7,1448.7,0.2,3.6,54.1,80.7792,Cash,Full Paid,8/10/2018 4:32
634,471.36,471.36,0,4,19.64,44.58,Cash,Full Paid,8/10/2018 4:36
635,432.77,432.77,0,5,22.78,39.7825,Cash,Full Paid,8/10/2018 4:54
636,198.55,198.55,0,2,4.05,23.548,Cash,Full Paid,8/10/2018 5:11
637,384.598,384.598,0,5,20.242,35.068,Cash,Full Paid,8/10/2018 5:42
638,298.1,298.1,0,2,6.08,32.2564,Cash,Full Paid,8/10/2018 5:42
639,307.85,307.85,0,1,3.11,43.0504,Cash,Full Paid,8/10/2018 5:51
640,25,25,0,0,0,3.26,Cash,Full Paid,8/10/2018 5:56
641,137.75,137.75,0,5,7.25,11.65,Cash,Full Paid,8/10/2018 6:15
642,168.34,168.34,0,5,8.86,14.84,Cash,Full Paid,8/10/2018 6:21
643,229.05,229.05,0,5,12.06,21.155,Cash,Full Paid,8/10/2018 6:24
644,159.6,159.6,0,5,8.4,12.23,Cash,Full Paid,8/10/2018 6:30
645,15,15,0,0,0,1.5,Cash,Full Paid,8/10/2018 6:31
646,49.77,49.77,0,4,2.07,4.1864,Cash,Full Paid,8/10/2018 6:32
647,493.92,493.92,0,2,10.08,68.92,Cash,Full Paid,8/10/2018 6:35
648,850.98,850.98,0,3,26.32,88.271,Cash,Full Paid,8/10/2018 6:54
649,385.28,385.28,0,3,11.92,39.484,Cash,Full Paid,8/10/2018 6:57
650,831.74,831.74,0,4,34.66,75.594,Cash,Full Paid,8/10/2018 6:58
651,257.74,257.74,0,2,5.26,24.74,Cash,Full Paid,8/10/2018 7:00
652,450.55,450.55,0,2.5,11.55,21.4475,Cash,Full Paid,8/10/2018 7:04
653,27,27,0,0,0,7.3,Cash,Full Paid,8/10/2018 7:05
654,114.17,114.17,0,2.5,2.93,11.4725,Cash,Full Paid,8/10/2018 7:05
655,50.63,50,0.63,0,0,12.94,Cash,Full Paid,8/10/2018 7:07
656,5.48,5.48,0,0,0,0.44,Cash,Full Paid,8/10/2018 7:08
657,1234.64,1234.64,0,5,64.98,104.479,Cash,Full Paid,8/10/2018 7:11
658,2576.7,2576.7,0,3,79.69,277.6883,Cash,Full Paid,8/10/2018 7:13
659,140,140,0,0,0,14,Cash,Full Paid,8/10/2018 7:14
660,138,138,0,0,0,16,Cash,Full Paid,8/10/2018 7:18
661,778.23,778.23,0,3,24.07,88.981,Cash,Full Paid,8/10/2018 7:18
662,310.28,310.28,0,1.5,4.73,12.225,Cash,Full Paid,8/10/2018 7:19
663,297.6,297.6,0,0,0,38.82,Cash,Full Paid,8/10/2018 7:24
664,441.35,441.35,0,3,13.65,45.45,Cash,Full Paid,8/10/2018 7:32
665,803.61,803.61,0,5,42.3,73.8545,Cash,Full Paid,8/10/2018 7:43
666,280,280,0,0,0,36.55,Cash,Full Paid,8/10/2018 7:49
667,106.37,104,2.37,2.5,2.73,11.5025,Cash,Full Paid,8/10/2018 7:51
668,25,25,0,0,0,8.5,Cash,Full Paid,8/10/2018 7:55
